N34206	kultur	kultur	Hun er den ukjente halvtrønderen i Stjernekamp	Saken oppdateres. - Hvis man er på jakt etter den komplette entertainer som behersker både sang og dans, synes jeg at Nicoline er en verdig vinner, sier Lisbeth Berg, mammaen til Nicoline Berg Kaasin (27) i Stjernekamp. - Men jeg er jo farget av å være mor da, ler Lisbeth som bor på Strindheim i Trondheim. LES OGSÅ: - Jeg gikk ut med stil Mormor Liv Berg og Nicolines lillesøster Emilie bor også i Trondheim. Emilie studerer økonomi ved Handelshøyskolen i Trondheim. Nicoline Berg Kaasin er vokst opp på Bekkestua i Oslo, men har sterk tilknytning til Trondheim og Trøndelag, forteller mamma Lisbeth. - Nicoline er trønder god som noen. Med besteforeldre i Trondheim og hytte i Tydalen, har hun og søsknene tilbrakt alle ferier i Trøndelag da de var små. Foreldrene er skilt, og for to år siden flyttet Lisbeth Berg tilbake til hjembyen Trondheim. Hun tror datteren har gode sjanser til å vinne sangkonkurransen Stjernekamp som sendes hver lørdag i NRK. I tillegg til datteren, er Jonas Skybakmoen – som også kommer fra Trondheim – en favoritt. - Jeg tror Jonas og Nicoline kommer til å kjempe i toppen. Marian Aas Hansen var nok en sterk konkurrent, og jeg synes det er synd at hun gikk ut. Mens lillesøster studerer økonomi, og storebror Julius (29) er jurist, har Nicoline valgt en helt annen retning. - Hun begynte å danse da hun var fire år, og har alltid elsket å stå på en scene. På videregående var hun med i revyen i alle år, hun har gått på musikallinjen på Bårdar, jobbet i showene på Kiel-ferja, vært tilknyttet Showpatruljen som har base i Trondheim, samt deltatt i The Voice. For å ha flere bein å stå på, studerer hun også økonomi i Oslo, forteller mamma Lisbeth entusiastisk. I likhet med Jonas Skybakmoen, tror hun styrken til Nicoline ligger i knallhard jobbing, samt at hun ikke velger de letteste løsningene. - Dessuten er hun jo en dyktig danser, noe som nok gjør at hun skiller se ut. Lørdag kveld er den femte sendingen i Stjernekamp, og artistene skal prøve seg på opera med operasanger Solveig Kringlebotn som mentor. Nicoline Berg Kaasin har valgt arien «Prés des remparts de Séville» fra den kjente operaen «Carmen». Jonas Skybakmoen bryter seg løs på Verdis «La donna è mobile» og har latt seg inspirere av den svenske operastjernen Jussi Björlings versjon. LES OGSÅ: - De ønsker at jeg stiller i bar overkropp - Jeg har øvd mye, men har aldri sunget opera før og er nervøs. Det blir som å hoppe fra timeteren og mageplask er som kjent vondt. Men jeg skal gå «all in» i kveld, det må gå bra, sier Skybakmoen noen timer før han skal i ilden.
N34208	pluss	okonomi	Nav med eget forum for arbeidsløse oljeingeniører	Saken oppdateres. Nav Lerkendal: Hver onsdag klokka 12 møtes mellom 15 og 30 arbeidsledige ingeniører fra oljebransjen. I tillegg stiller Kjeldsberg med gratis kontorlokaler på Sluppen i to måneder. I Nav er dette et pilotprosjekt for å finne ut hva som skjer når de legger til rette for at folk med lignende bakgrunn møtes. Målet er å få dem i arbeid, gjerne som gründere av egen bedrift. - Her kan de få informasjon og hjelp til å rigge forretningsplan. Flere går med en gründer i magen og noen har kommet langt. De holder presentasjoner for resten av gruppa og kan lære opp de andre, sier initiativtaker Erlend Ovesen ved Nav Lerkendal. Han jobbet med rekruttering blant annet av ingeniører i oljebransjen før han begynte i Nav. Nå bruker han erfaringen sin fra det private næringslivet til å hjelpe de tidligere så etterspurte ingeniørene ut i jobb. - Forhåpentligvis kan vi bidra med at de får videreutviklet ideen sin, sier han. Her kan du lese alt om oppdrag gründer I Norge var det ved utgangen av januar 2506 helt arbeidsledige eller permitterte ingeniører fra fagene geofag, petroleumsfag, metallurgi, samt geologer, viser tall fra Nav. 112 av disse er bosatt i Sør-Trøndelag. I tillegg kan det i statistikken skjule seg flere høyt utdannede folk fra oljebransjen, men med bakgrunn fra andre fagfelt. Ingeniørene som nå mister jobben i oljebransjen har kanskje aldri søkt på en jobb. Mange har blitt hentet til arbeidslivet før de var ferdige med studiene. I Nav er de overbevist om at dette er folk med massevis av kompetanse som også kan brukes andre steder. Rundt bordet på Lerkendal sitter det en internasjonal gjeng fra ulike land rundt om i verden. Mange har fått jobb på grunn av sin internasjonale bakgrunn og engelsk har vært arbeidsspråk. LES OGSÅ: Ny Nav-metode får dobbelt så mange i jobb « Bli kjent med folk og bygge nettverk » er gjengangere når vi spør rundt bordet hva deltakerne håper forumet kan føre til. De håper at det kan gi jobb og bedre muligheter, at det gir bedre innsikt i det norske arbeidsmarkedet, at de med dette kan finne ut hva Nav kan bidra med og at de ikke minst lærer av hverandre. Kanskje kan de også hjelpe hverandre til å skaffe jobb eller etablere egne bedrifter. Felles for alle er at de håper bedrifter i andre bransjer kan bli mer åpne for hva folk fra olje og gass kan bidra med. Jon Eirik Brennvall er seriegründer. Nå har han vært arbeidsledig noen måneder samtidig som han bygger opp et firma for å selge strandsnegler. Det er stort, ikke minst i Frankrike. -Målet er å skape en bærekraftig sjømatproduksjon i fjæra, sier han og forteller at de har utviklet en ny sele for å plukke snegler. De får også utviklet en tørrdrakt som skal gjøre det mulig å plukke snegler i sjøen vinterstid. - Jeg er her fordi dette er sesongbetont, og jeg trenger noe å gjøre fram i mellomtiden. Samtidig er det alltid greit å kjenne folk, sier Jon Eirik Brenvall. Anna Kozlowska er polsk og har vært arbeidsledig etter at hun mistet jobben i Reinertsen sist september. Hun er marineingeniør, og jobbet med undersjøiske strukturer i Reinertsen. - Det er godt å kunne dele ideer og inspirere hverandre, sier hun. Dessuten er hun glad for at møtet med de andre gir henne muligheten til å praktisere norsk. Selv mener hun at hun ennå har for liten erfaring til å starte egen bedrift, men kan gjerne tenke seg å jobbe sammen med andre som starter for seg selv. Frode Johansen har jobbet med teknologi og prosjektledelse i ni år. Han har stor tro på gruppa. - En gruppe ingeniører kan få til fine ting, sier han. LES OGSÅ: Kickstarter-gründer til Technoport - Nå når det er god tilgang på folk med mye kompetanse åpner det seg nye muligheter. Han mener forumet kan bidra til å utfordre de som blir ledige på hvordan de kan utnytte situasjonen og skape egne arbeidsplasser. Selv har han noen gründerideer som han absolutt ikke vil røpe nå. Frode Johansen er ogs en av brukerne av kontorlokalene Kjeldsberg har stilt til disposisjon på Sluppen. Han er glad for å ha en arbeidsplass å gå til. I to måneder får de låne kontorlokalene i huset ved navn Uthuset , gratis. Her er det gründermiljø fra før. Det setter oljeingneiørene pris på. LES OGSÅ: - Husk domenenavn når du starter bedrift
N34254	pluss	meninger	Pappa, æ e ikke god nok til å være på den beste gruppa, æ sjø	Saken oppdateres. Når barn og unge får tidlige signaler fra voksne om at de ikke er gode nok eller hva som betyr noe, gjør det noe med selvtilliten og mestringsevnen. Alt grunnlag for læring er motivasjon og mestring. Mestring motiverer – som igjen gir læring ved styrking av hjernens forbindelser. Dette er godt dokumentert innen nevrobiologisk og – psykologisk forskning, og gjelder for både skolefag og for motoriske ferdigheter. LES OGSÅ: Ei villbikkje midt i finstua Ferdighetsutvikling er innlæring av nye bevegelsesmønstre, teknikker og øvelser til ferdigheten er tilnærmet automatisert. Det kan sammenlignes med å klatre opp en stige. Hvert trinn på veien opp krever sitt. Når øvelsen beherskes gir dette motivasjon til ytterligere forbedring og presisjon av det man øver på. Ros, hjelp, støtte og motivering underveis er selve drivkraften. Idrettspolitisk dokument 2015–2019 sier at norsk breddeidrett skal speile mangfoldet i samfunnet vårt. Norsk idrett skal levere et aktivitetstilbud til medlemmene i tråd med sitt formål; gjennom å rekruttere, ivareta og utvikle, samt prestere. Hovedmålet er å få barn og unge til å ha glede av aktivitet og bevegelse gjennom oppveksten og inn i ungdomstiden. Med «barn» mener vi alle i aldersgruppen 6–12 år. Med ungdom forstås alle i aldersgruppen 13–19 år. LES OGSÅ: Vi tror ikke at nordtrønderne er tykkest Flere studier viser at de som holder seg lengst i idretten, også er mest aktive som voksne. Sett i et folkehelseperspektiv har idretten en utfordring med å holde på barn og ungdom gjennom tenårene, slik at gleden av fysisk aktivitet styrkes og vedvarer også inn i voksenårene. Barn som deltar i breddeidretter får ofte altfor tidlig signaler fra trenere, ledere og ivrige foreldre om hva som gjelder. Det handler om å trene for å bli god, og aller helst best i sin klasse. Altfor tidlig differensieres de «beste» til den «toppa» gruppa. LES OGSÅ: Alle traff vi ektefellene her - og det har vært mange På hvilket grunnlag? Barn i barneskolealder befinner seg i sin motoriske gullalder med høyst ulike ferdigheter på ulike områder. Forskjeller mellom barna handler også om utvikling og modning – om man er født sent eller tidlig på året. Fotball er en idrett som krever tekniske og motoriske ferdigheter. Evnen til å lese spillet og forstå sin rolle på banen handler om kognitiv utvikling. Denne kunnskapen er av avgjørende betydning for både trenere, foreldre og andre som engasjerer seg i barneidretten. At topp skaper bredde har ingen foreløpig klart å dokumentere – og toppidrettsutøveren kan heller ikke med sikkerhet identifiseres som ti-åring. Allikevel oppleves det ofte som om nettopp det er hovedmålet med å bedrive idrett. Sett i lys av dette er det ikke rart at idretten mister unge i rekordtempo. Hvem gidder å holde på når kun enerne blir verdsatt, sett og prioritert? LES OGSÅ: Vi må unngå den nasjonale egoismens Europa Frafallsproblematikken er vanskelig å få gjort noe med. Resultatfokuset, suget etter å være best og fremdyrkingen av noen få talenter fortrenger mange barn fra breddeidretten. Barn er ærlige og det er noe som er fundamentalt feil når jenta eller gutten din kommer hjem etter trening og sier: «pappa – æ e ikke god nok til å være på den beste gruppa æ sjø.» All den tid man ikke tar inn over seg at breddeidrettens hovedbeskjeftigelse må være å sørge for at barn og unge får et sunt, motiverende og livslangt forhold til fysisk aktivitet. Ledere innen barneidrett må være omforente med både retningslinjer og beslutninger tatt i idrettslagets styre- herunder sportslige planer og føringer.Videre er god dialog med foreldre og gjerne trinnkontakter på de respektive skoler av stor betydning. Holdningsskapende og trivselsrelatert arbeid som gjøres på skolen vil ha stor betydning i breddeidretten – og motsatt. LES OGSÅ: Søvngjengeri er ikke bare et uskyldig fenomen Gode og riktige holdninger, verdier og sosial samhørighet må læres sammen med trygge og ansvarsbevisste voksne. Nest etter skolen er breddeidretten den største arenaen der barn og unge møtes – to arenaer som har gjensidig påvirkning. Dersom breddeidretten på et tidlig tidspunkt skaper kunstige ulikheter mellom barn og unge, kan dette igjen føre til «klikkdannelser» i kameratgjengen på skolen. Barna snapper opp det de hører fra voksne – og lager sin egen virkelighetsoppfatning. Målet må derfor være samhørighet og trivsel for alle. Tiltaket med «trivselsledere» på skolen beviser nettopp dette – hvor viktig det ar at alle blir sett og ikke faller utenfor lek og aktivitet. Det har alltid vært og vil alltid være forskjeller på barn og ungdom. Ikke minst ulike interesser for hva man vil gjøre og holde på med videre. Målet må være å ta vare på så mange som mulig og tilrettelegge for en god sosial arena der bevegelsesglede kan få utløp sammen med konkurranseinstinkt, vinnervilje og prestasjoner. Med tanke på at det dreier seg om lek – i hvert fall så lenge det man gjør defineres som barneidrett. Det er viktig å gi all mulig honnør for frivillig innsats, og for det dugnadsarbeidet som legges ned for å få breddeidretten til å gå rundt. Sørg for at barna på Lade i Trondheim denne uka også spiller fotball resten av sesongen, og at de fortsatt kan glede seg til mange cuper de neste årene. Husk å ta vare på barnets helse - «Fair play» og god idretts sommer.
N34298	pluss	okonomi	Stenger butikken i Midtbyen etter 26 år	Saken oppdateres. - Klart det er vemodig, i mars har jeg holdt på med dette i 26 år, sier Anne Isabel Udbye. Det har ikke vært en enkel avgjørelse, men nå er den tatt. 2. januar begynner opphørssalget i bruktbutikken i Fjordgata. Det varer ut mars, eller så lenge det er varer igjen i hauger, på hengere, i hyller eller hengende ned fra taket. Halv pris på alt som butikken raust har å by på, om det er gamle skøyter, en rosa strutsefjær eller en vimpel fra Røros sangforening. Det er trist, klart det er det. Men så lyser ansiktet til Udbye opp i et stort smil. - Når våren kommer får jeg endelig god tid til å surre rundt i hagen. Det gleder jeg meg til! Tidligere i år da Tante Isabel fylte 25 år sa Anne Isabel Udbye til Adresseavisen: - Folk gir kanskje opp for lett i dag Mange har et forhold til Tante Isabel. Det begynte i 1991, da åpnet Udbye bruktbutikk på hjørnet av Prinsen kino. Planen var å selge brukte skatter i ett år, så forfølge skuespillerdrømmen. - Da jeg startet opp hadde jeg nettopp kommet hjem fra Amerika. Jeg var 28 år og skulle bli skuespiller, men måtte dra hjem fordi visumet mitt gikk ut. Jeg tenkte å drive butikk i ett år, til jeg hadde tjent nok penger til å kunne flytte tilbake. Det gikk ikke slik. Det ble lettest å bare fortsette, og jeg ble bare mer og mer glad i butikken. Jeg har flere ganger tenkt å slutte, med så ble det liksom aldri noe av det, sier Udbye. I Trondheim fikk hun fire barn, og etter hvert flyttet Tante Isabel inn i lokaler i Nordre. I 2002 brant butikken ned i brannen i Midtbyen, og Tante Isabel fant nye lokaler i Fjordgata. Hun ville ikke slutte på grunn av en brann i alle fall. Nå har hun vært i Fjordgata i 15 år. Kjøpt inn brukte gjenstander fra privatpersoner eller på loppemarkeder, og så solgt de videre. Til og med på fortauet står det varer. Mugger, kopper og kar. LES OGSÅ:  Ti år etter brannen husker Anne Isabel Udbye fortsatt hvordan det luktet Udbye legger ikke skjul på at det har vært vanskelig å få butikken til å gå rundt, men det har gått helt greit. - Det har ikke vært noen gullgruve, og jeg klart meg fordi jeg for det meste har drevet butikken alene. Butikken har gått i null de siste årene, sier Udbye. Det er likevel ikke derfor hun nå stenger. - Nei, det er mest fordi jeg vil gjøre noe annet. Det blir for mye bæring også, jeg må ta det litt mer med ro. Surre mer i hagen, kanskje ta på meg konsulentoppdrag til dem som skal flytte og ikke aner hvor de skal gjøre av alle tingene sine. Altfor ofte blir alt bare kastet, for eksempel når et ektepar flytter fra enebolig til leilighet. Ja, noe kan kastes, men noe bør tas vare på. Jeg kan godt hjelpe til i den prosessen, sier Udbye. For hun kan gamle ting, vet hva de er verdt eller ikke verdt. Og hun skulle ønske flere samlet. - Det er trist at det har blitt flaut å samle. Det har blitt sykeliggjort, blant annet av tv-programmer, men samlere er ikke syke, de er viktige kulturbærere. Jeg driver ikke med antikviteter, men ting som ville blitt kastet. Det er ikke så mye verdifullt her. Ikke i kroner, men det har likevel en verdi, sier Udbye. Hun kommer til å savne alle tingene. LES OGSÅ:  Fjordgata: Gata som tok seg til rette - Å ja, nå må jeg passe meg for å ikke ta med ting hjem når jeg begynner å rydde opp her. Jeg har nok ting hjemme også, smiler Udbye og kikker lengselsfullt på en stor haug med hvite duker. Inni der ligger det flere skatter, det er hun sikker på. - Tanken om å stenge har modnet over lang tid, derfor er det ikke så trist som jeg kanskje trodde det ville bli. Det kjennes som en lettelse også. Men jeg kommer til å savne å møte alle kundene. Folk er tross alt viktigere enn ting. Forrige uke kom det en ung mann innom, han fortalte at bestemora hans brukte å ta ham med til Tante Isabel når han var liten. Sånt varmer, jeg har hatt mange stamkunder, sier Udbye som nok har flere planer for fremtiden enn hun vil dele. - Men jeg skal ikke bli skuespiller altså, ler byens tante Isabel. Derimot blir det kanskje noen comeback på byens bruktmarkeder. For det er en scene hun så absolutt kjenner. LES OGSÅ:  Fullt av kunder før bruktmarkedet åpner
N34405	100sport	vintersport	Bergen hockey i økonomisk trøbbel: Publikum svikter og spillere får ikke lønn i tide	Saken oppdateres. Bergen hockey satset hardt før årets sesong. Mot slutten av 2016 var det ikke bare på isen at hockeyklubben slet, også økonomien har hatt en dalende form. Men klubben vil ikke lage noen krise ut av det. – Situasjonen er tøff, men under kontroll, sier Benny Danielsson, styreleder i klubben. Klubben sliter med likviditeten. Kontantstrømmen har stoppet opp og det er blitt vanskelig å betale løpende regninger. En konsekvens av dette har vært for sein utbetaling av spillernes lønninger. – Det har vært noen seine lønninger, men man må prøve å være profesjonell og ikke tenke for mye på det. Men for en del av oss er dette hovedinntekten, så det er klart at vi kan ikke leve på kjærlighet, sier en av klubbens viktigste spillere, Robin Olsen-Syversen. – Vi har hatt en god dialog med spillerne hele veien. De har også en representant i styret, så de vet hva som foregår, sier styrelederen. Han har full tro på at spillerne er profesjonelle og takler situasjonen på en god måte. Olsen-Syversen vil ikke gi de økonomiske problemene skyld for den dårlige avslutningen på sesongen, men innrømmer at det kan påvirke. – Det blir for lett å skylde på, men det er klart det ligger i bakhodet, det gjør det. Det er ikke bra. Skal vi snu situasjonen er det viktig at vi får lønn til rett tid. Man blir irritert, sier han. Det er to grunner til at økonomien halter. Publikum har sviktet klubben. Klubben har ikke fått på plass alle sponsorene de ønsket. At publikum ikke møter opp på kampene kan skyldes flere ting, men styret har ikke kommet til en konklusjon. Før sesongen gjorde de også noen grep som skulle heve kampopplevelsen. – Nytt med denne sesongen er at det blir brød og sirkus som jeg liker å si. Det blir lysshow, storskjerm og kiss-skjerm for dem som er i det romantiske hjørnet. Alle som kommer skal føle at dette er skikkelig gøy, sa markedssjef i Bergen Hockey, Kenneth Fure, i slutten av september. Men grepene har ikke klart å lokke flere bergensere til Bergenshallen, tvert imot. – Vi har fått en smell på publikumssiden som vi hadde trodd skulle bli bedre. Vi tok utgangspunkt i tidligere år, men har ligget ganske mye under de tallene. Det overrasker oss og påvirker likviditeten en del, sier Danielsson. 15/16-sesongen ble en opptur for klubben. De satt ny rekord med over 1200 personer til stede. I snitt var det 613 personer som så kampene fra tribuneplass. I år har tallet falt til 439. – Det er vanskelig å ha en mening om hvorfor. Vi har brukt den samme markedsføringen som i fjor, det gikk bra. I rene tall ligger vi 300.000, nesten 350.000 under budsjett når det gjelder billett- og bodsalg. Det er tunge penger å hente inn igjen andre steder, sier styrelederen. Nå har de fått BIK bemanning i gang for fullt, og de har fått god hjelp fra samarbeidspartnere som Danielsson mener skal hjelpe klubben til å snu den dårlige økonomien. Til helgen spiller Bergen hockey sin første kamp etter juleferien. Olsen-Syversen har tro på at laget skal snu den dårlige trenden. – Vi hadde en liten prat om det som skjedde før jul og det ble litt hett i garderoben. Personlig tror jeg det snur nå. Det virker som alle har forstått alvoret og situasjonen vi er i, sier Olsen-Syversen, som ikke blir å se i troppen mot Moss på lørdag. – Jeg er fortsatt skadet. Skulderen er ikke bra nok ennå, men jeg tror gutta klarer jobben mot Moss uten meg. Så er jeg klar til den viktige matchen mot Narvik, sier han.
N34471	pluss	meninger	Teknologitrendene du vil merke neste år	
N34491	pluss	kultur	Det beste pinnekjøttet er ikke av sau	Pinnekjøtt truer ribbe som den mest populære julaftenmaten også i Midt-Norge. Men hva velger vi, røkt eller urøkt, og må pinnekjøtt lages av lam / sau? Adresseavisen samarbeidet i fjor med Mathallen i Trondheim om blindtest av juleribbe av forskjellige produsenter og forskjellige prisklasser. LES OGSÅ: Den dyreste ribben er best I år har vi gjort det igjen, men nå på pinnekjøtt ( og lutefisk, som tidligere er publisert ). Vi trommet sammen et ekspertpanel for å blindteste et skjønnsomt utvalg av årets pinnekjøttilbud. Bare én i panelet spiser pinnekjøtt på selve julaften, men alle gjør det i løpet av jula. Og om de ble tvunget til å velge én julefavoritt, ville nok alle av dem valgt pinnekjøtt. Vi tolket entusiasmen deres dit hen. Mathallens Erik Lier og hans medarbeidere var ansvarlig for serveringen til en jury av seks matglade og matkyndige. Det var valgt ut både pinnekjøtt som selges billig på vanlige butikker og dyrere kjøtt som bare finnes på spesialbutikker som Mathallen. Fire av de typene som var med i testen var urøkt pinnekjøtt, en var røkt. Frossen pinnekjøtt ble ikke vurdert, men det var med noen overraskelser. Flere jurymedlemmer lurte fælt på noen av de fem typene som ble servert – totalt uten tilbehør, untatt grovbrød med smør og rikelig med kaldt vann. - Det er første gang jeg spiser pinnekjøtt uten akevitt, sa Mikael Forselius. – En skjønner jo også hvorfor det passer så godt til, la han til etter at alle fem varianter med fett og salt pinnekjøtt var fortært. - Først lukter jeg på pinnekjøttet. Lukter det distinkt, men likevel friskt? Så kikker jeg på den, er fargen riktig, ser maten frisk ut? Så smaker jeg, og der er fettet den beste indikatoren, fettet må ha sin friskhet i behold og ikke være tungt og størknet, forklarte hoveddommer Mikael Forselius, mens han gikk gjennom rutinen for smaking for når første kjøtt er på bordet. LES OGSÅ: Vi testet 135 forskjellige juleøl - Det er viktig at den fortsatt er salt, at ikke alt er vannet bort, var panelet enige om. - Det er rart hvor forskjellig pinnekjøtt kan være, sa et jurymedlem etter å ha spist en svært smaksrik og salt kjøtt etter en svært mild variant. Den milde varianten vakte unison begeistring, og endte opp med å vinne hele testen. Én kritisk røst ytret seg. – Men hvor var sauen, spurte Ulf Dalheim. Det var et godt timet spørsmål. For det var jo ikke sau. Og ikke lam. Det var geit. Eller rettere sagt kje. Årets beste pinnekjøtt er altså av geit. Flere overraskelser lå på lur. De to siste test-deltagerne som ble båret nøytralt ut fra Mathallens kjøkken var rammere på smak enn de foregående. LES OGSÅ: Helt ok å legge på seg 2-3 kilo i jula - Kan dette være vilt, undret Mikael Forselius. han var inne på noe. For det han smakte på var pinnekjøtt av rein fra Finnmark. Smaken var uvant for juryen, og reinspinnekjøtt endte nederst på vår test. Flere jurydeltagerne antydet at dette pinnekjøttet ville tjent på lengre utvanning. – Vi har fulgt produsentens anvisning også her, men jeg tror nok denne ville tjent på lengre tid i vann, sier Eirik Lier. De fleste jurymedlemmer er vant til å grille pinnekjøttet før servering. Det hadde ingen produsenter anbefalt, alle testbitene ble servert rett etter damping - noe som fungerte veldig bra. Det var bra spenn i pinnekjøttet, både i smak, konsistens og utskjæring, testens ene røkte pinnekjøtt av villsau hadde også de mest «rustikke» bitene - og nådde ikke helt opp hos juryen denne gangen. Men det gjorde testens billigste og mest tilgjengelige pinnekjøtt. Gildes urøkte som selges i de fleste butikker kom på andreplass; men ble solid slått av vinneren, Heidrun kje. Disse var dommere i blindtesten: Ulf Dalheim (Adresseavisen), Mette Evensen (Røst), Mikael Forselius (Røros Hotel, Britannia), Tanja Holmen (Fretex), Kristine Rise (Oi! Trøndersk mat og drikke) og Rune Ørsjødal (Scandic Nidelven). 1. Heidrun kje, urøkt 44 poeng 459,- 2. Gilde urøkt 35 poeng 189,- 3. Ask øko urøkt 34 poeng 549,- 4. Dalpro, røkt villsau 26 poeng 469,- 5. Finnmarksrein, urøkt 25 poeng 499,-
N34518	bolig	bolig	Dette bør du absolutt ikke fyre med i peisen	Saken oppdateres. Kan du hive pappen i peisen? Eller bunken med aviser? Hva med de malte plankene fra den gamle boden? — Ikke ha noe annet i peisen enn ren, tørr ved, sier Simen Messel i Varmefag Peishuset. Fyrer du med annet enn ved kan peisen ødelegges over tid, ifølge Messel. Ikke bruk papp, papir eller behandlet tre. Partiklene fra materialene kan sette seg fast i luftekanalen, som kan tettes. Når du skal fyre er det veldig viktig at veden er tørr. — Alt av ved kan brukes, det viktigste er at veden er tørr. Ellers brenner den ikke rent, sier Messel. Det aller meste av tørt og rent treverk kan hives i ovnen, ifølge Rune Østgård, redaktør for Norsk ved. Han anbefaler at man ikke brenner impregnerte trematerialer, at man «pusser opp og hiver restene i peisen». Unngå også trykkimpregnert tre. For eksempel paller som er blitt overflatebehandlet, ifølge Bolius.dk . Heller ikke treavfall som kan inneholde rester av maling, lim og lakk bør fyres opp . Det sier seg selv at bensin eller lignende skal unngås, for røyken kan inneholde skadelige partikler. Bruk heller tennbriketter hvis du sliter med å tenne opp. Peisovnen er ikke en slags effektiv søppelkasse som tar alt du ikke orker å kildesortere. Ikke brenn plast, husholdningsavfall, gummi, finérplater, farget papir, glanset papir, kull eller trekull, ifølge Håndbok for effektiv og miljøvennlig vedfyring av SINTEF og VTT. Lei overfylte skap og skuffer? For å unngå høyt partikkelutslipp når du fyrer er det viktig at veden er så tørr som mulig. Ved høyt brenselsforbruk kan partikkelutslippene øke 10 ganger ved høyt vanninnhold, over 20 prosent, ifølge Sintef. Høyt partikkelutslipp kan du også få om du har én stor kubbe i en kald ovn med lite lufttilførsel, eller generelt har lite lufttilførsel når du fyrer. Skal veden brenne fint må den inneholde under 20 prosent fuktighet. Inneholder den mer enn 20 prosent gir den lite energi, ifølge Østgård i Norsk ved. — Veden er tørr hvis den har tørkesprekker i skjæret, der den er kappet. Slår du kubbene sammen får du en fin klang. Er veden fuktig får du en dump lyd. Enkelt å lage: Kristtorn, barlind, bøk, ask, eik og alm de mest effektive tresortene du kan fyre opp i peisen, beregnet pr. favn ved 17 prosent fuktighet. Flere av de nevnte er imidlertid ikke så vanlige, tørr bjørkeved fungerer bra. — Harde vedslag som eik og bøk, gir mye varme i forhold til volumet, sier Østgård. Les også: Hvordan velge riktig peis?
N34520	nyheter	sortrondelag	Fant 4000 liter alkohol i to biler ved Røros	Saken oppdateres. Det var under en ordinær rutinekontroll at smuglervarene ble funnet av tjenestemenn ved Vauldalen tollsted. - Det var to biler som ble tatt med smuglervarer. De hadde 1800 øl hver og spriten var fordelt på de to østeuropeiske bilene med falske skilter, sier seksjonssjef Unni Elisabeth Tronsmed i Tolletaten. LES OGSÅ: Stoppet med tepper og bilder til en verdi av 1,6 millioner kroner Først ble en bil stanset rett nord for Røros i 05-tida torsdag morgen. Senere på formiddagen ble en annen bil funnet parkert ved fylkesvei 30 mellom Rugldalen og Ålen, ifølge politibetjent Vegard Nilsen ved Røros lensmannskontor Tronsmed i Tolletaten opplyser at de fikk tak i kun den ene sjåføren. Saken er anmeldt. - Sjåføren ble tatt med til avhør i Trondheim. Trolig vil han bli satt i varetekt inntil det foreligger dom i saken, sier Nilsen. - I slike saker kommer det ofte en avgjørelse raskt, sier han. LES OGSÅ: Denne elgen er et av 2015s snodigste tollbeslag - Torsdagens funn er et stort beslag for vår del, sier Unni Elisabeth Tronsmed. Til sammenligning ble det i hele fjor beslaglagt 3446 liter øl fordelt på 78 beslag, 349 liter vin fordelt på 72 beslag og 84 liter brennevin fordelt på seks beslag, skriver Nea radio i en sak fra tidligere i år . Følg Adresseavisen på Facebook , Instagram og Twitter .
N34576	pluss	magasin	Før og nå: Da Hornemannsgården var politistasjon	Saken oppdateres. Opprinnelig var dette en fornem privat bolig. Fløyen mot Kongens gate ble bygd etter bybrannen i 1708 og fløyen mot øst ca. 1730, mens vestfløyen mot Torvet ble reist etter at justisråd Henrik Hornemann overtok anlegget i 1765. Hundre år etter ble Hornemannsgården politikammer og var det helt frem til 1974 da det nye politihuset ble bygd i Kongens gate. På det gamle postkortbildet er mannen som er avmerket med et kryss politifullmektig T. Møinichen, og krysset på veggen viser antakelig hvor han hadde sitt kontor. Postkortet ble sendt som en julehilsen av hans kone til en adressat i Kristiania i desember 1909. Etter en noe uheldig hendelse i 1907 var Møinichen av vittige sjeler omdøpt til «Verdensmesteren». Bakgrunnen var at han under verdensmesterskapet på Skøitebanen hadde krysset løpebanen foran hovedtribunen akkurat idet den danske løperen Einar Sørensen kom i full fart mot mål på sin 1500-meter. Det ble en kraftig kollisjon, og begge seilte bortover isen og rett inn i en flaggstang som knakk, til stor applaus fra publikum. Folk fortsatte å smile litt til Møinichen etter dette, og det er ikke utenkelig at det var grunnen til at han søkte seg bort fra byen i 1911. ukeadressa@adresseavisen.no
N34583	nyheter	innenriks	Her lager Audun hestehale med støvsugeren	Saken oppdateres. -Det er en metode menn har brukt siden 50-tallet. Jeg har hørt at det har blitt gjort før, forteller Audun Høidal. Høidal og datteren var på campingvognen og hadde god tid da de kom på at de skulle lage hestehale med støvsugeren. - Det var et innfall. Vi skulle bare finne på noe morsomt før vi dro ut, sier han. Filmen ble senere lagt ut på Facebook. - Den var ment som en morsom video til vennene mine på Facebook, men har tatt helt av, sier Høidal. Siden han la ut videoen 11. mai har nesten 8000 personer delt videoen med sine venner og over 22 000 personer liker den. Mennesker fra hele verden har kommentert på forskjellige språk. - Det er artig å lese kommentarene. Mennene kommenterer gjerne at dette vil de også prøve, mens kvinnene sier ofte «typisk mannfolk», forteller Høidal. Etter at han la ut videoen har han fått en haug med venneforespørseler og følgere på Facebook. - Vi har snakket om å finne på noe nytt. Jeg får nesten prestasjonsangst. Kanskje vi må lage flette med drill, sier Høidal spøkefullt.
